Pressure,Flow Rate,Temperature,Consumption Level,Material Type,Age,Maintenance History,Leak
35.62,19.19,5.84,258.05,HDPE,15,Average,0
18.64,93.62,19.38,325.87,PVC,50,Poor,1
11.25,96.75,25.44,606.42,Steel,34,Poor,1
32.86,20.71,18.87,71.77,Copper,7,Average,0
45.9,46.73,14.74,432.2,Copper,13,Good,0
45.15,35.9,15.85,961.84,Copper,43,Poor,1
65.99,30.09,23.86,373.97,Copper,14,Good,0
43.21,42.9,9.77,518.7,Copper,40,Average,1
53.63,76.63,26.71,608.66,Steel,28,Poor,1
29.44,40.67,24.85,718.18,PVC,49,Average,1
13.0,20.18,22.55,450.09,HDPE,34,Average,1
67.12,31.43,29.77,134.59,Cast Iron,16,Good,0
57.54,31.33,27.85,884.42,HDPE,38,Average,1
17.53,64.28,15.45,683.02,Steel,50,Poor,1
51.56,26.55,27.89,92.19,HDPE,4,Good,0
39.12,25.18,31.72,873.81,Copper,30,Average,1
30.94,42.04,17.86,885.04,Copper,25,Poor,1
25.06,93.04,9.33,975.67,PVC,14,Average,1
41.07,16.39,12.82,272.11,Steel,21,Average,0
36.52,33.4,25.96,64.7,Copper,23,Good,0
54.28,18.38,10.77,111.83,Cast Iron,28,Average,0
22.13,39.99,20.62,951.08,Steel,36,Poor,1
45.4,36.88,34.1,539.06,PVC,15,Average,1
39.74,36.53,13.51,497.11,HDPE,20,Poor,1
34.78,19.2,30.68,92.39,HDPE,5,Good,0
24.59,55.86,5.18,661.79,Copper,40,Average,1
51.84,80.35,31.62,658.9,Copper,21,Poor,1
12.24,24.18,32.89,456.99,HDPE,35,Poor,1
52.02,8.46,27.93,371.37,Cast Iron,8,Good,0
33.28,37.74,30.59,708.5,Cast Iron,26,Average,1
58.09,5.16,27.77,182.85,HDPE,6,Average,0
73.72,15.57,16.39,72.73,PVC,20,Good,0
28.46,24.45,20.02,221.97,Cast Iron,50,Poor,1
77.24,7.17,27.4,333.02,PVC,4,Good,0
38.18,49.39,27.04,378.81,Steel,25,Average,0
31.9,91.29,19.23,792.6,HDPE,22,Average,1
54.44,72.34,15.37,478.44,Copper,40,Poor,1
51.44,69.23,23.38,830.44,Copper,41,Poor,1
70.94,31.88,33.76,408.82,Steel,14,Good,0
50.8,25.13,30.55,826.12,Steel,22,Average,1
54.97,33.05,28.97,796.73,Steel,19,Poor,1
67.47,44.33,13.65,311.73,PVC,21,Good,0
24.56,54.42,11.86,707.5,Copper,20,Poor,1
60.74,24.85,17.67,98.58,Cast Iron,16,Good,0
27.05,74.76,32.3,318.18,Steel,39,Average,1
30.75,79.77,12.23,989.72,Copper,16,Poor,1
39.29,89.93,25.24,493.9,PVC,23,Average,1
50.38,38.66,32.66,462.0,PVC,2,Good,0
76.45,19.27,15.54,420.37,Copper,4,Good,0
37.7,43.34,29.67,606.22,Cast Iron,40,Poor,1
73.57,19.35,32.75,65.2,Steel,19,Good,0
31.86,78.23,13.33,668.27,HDPE,37,Poor,1
75.01,25.31,23.55,290.58,Cast Iron,16,Average,0
48.5,56.59,8.95,987.5,HDPE,29,Poor,1
15.03,91.95,29.58,510.94,PVC,17,Poor,1
53.88,77.78,11.04,330.96,PVC,41,Average,1
29.74,20.07,34.95,259.46,Copper,46,Poor,1
37.21,40.95,15.61,253.2,Copper,23,Good,0
21.26,81.22,19.91,659.9,HDPE,22,Poor,1
48.9,39.62,13.37,473.09,PVC,19,Good,0
31.52,25.07,20.99,421.68,Copper,7,Average,0
68.58,37.49,20.1,303.52,PVC,17,Average,0
33.29,18.32,33.51,446.96,HDPE,1,Good,0
31.12,34.22,5.69,184.08,PVC,4,Average,0
60.34,12.75,9.09,395.2,Steel,19,Average,0
19.09,59.32,21.23,299.46,HDPE,24,Average,1
57.23,27.44,28.63,496.87,HDPE,24,Good,0
25.8,75.47,9.48,341.04,Steel,23,Poor,1
69.93,16.08,14.13,400.3,Steel,21,Average,0
47.11,9.66,27.2,316.31,Steel,25,Average,0
44.38,38.36,21.13,453.77,Cast Iron,6,Average,0
51.42,6.49,12.67,92.89,Copper,12,Average,0
26.91,29.35,18.79,755.09,Copper,31,Average,1
13.34,62.44,16.7,624.15,PVC,34,Average,1
26.3,85.41,25.31,654.26,PVC,39,Poor,1
40.76,31.91,12.6,399.58,Steel,20,Good,0
14.14,28.33,6.23,951.0,Copper,21,Poor,1
69.9,7.45,16.27,111.24,Copper,25,Average,0
31.42,51.21,21.05,401.92,PVC,38,Poor,1
41.54,26.35,29.56,807.42,Copper,40,Poor,1
40.3,76.47,24.03,360.82,Copper,21,Poor,1
42.17,14.78,29.47,486.9,PVC,3,Good,0
30.62,31.78,14.41,350.4,PVC,10,Average,1
32.53,62.83,29.12,488.16,Copper,45,Average,1
49.85,46.99,28.19,543.48,Steel,25,Average,1
17.76,72.66,7.65,640.43,Cast Iron,29,Poor,1
12.17,92.18,13.85,569.05,Steel,16,Poor,1
29.47,33.62,34.94,395.11,PVC,48,Poor,1
45.74,24.6,27.23,902.31,HDPE,20,Average,1
12.88,32.81,11.45,409.82,Copper,14,Poor,1
48.09,60.59,27.22,463.47,Steel,25,Poor,1
70.63,13.21,14.09,353.07,Copper,27,Average,0
54.46,47.6,31.97,185.78,Copper,11,Average,0
46.96,22.99,8.45,208.3,Cast Iron,1,Good,0
68.15,31.16,9.09,218.48,Copper,20,Good,0
63.37,21.38,32.02,385.71,Cast Iron,15,Good,0
40.74,32.18,23.29,320.46,Cast Iron,7,Good,0
55.24,56.1,31.07,896.08,Copper,36,Average,1
62.81,43.73,13.46,320.64,HDPE,28,Good,0
55.34,8.68,21.17,127.59,Steel,4,Average,0
28.47,96.93,21.52,264.48,Copper,37,Poor,1
18.29,87.31,31.14,450.77,Copper,31,Poor,1
42.22,68.63,33.24,387.28,PVC,19,Average,1
40.54,42.0,25.42,177.07,Copper,30,Good,0
10.3,70.16,17.6,216.17,Copper,44,Poor,1
48.32,21.4,15.84,624.57,Copper,29,Average,1
35.5,98.34,11.78,531.16,Cast Iron,49,Average,1
78.95,47.25,17.49,323.36,Steel,2,Good,0
35.03,65.24,10.34,738.99,Steel,34,Poor,1
32.23,26.76,29.17,439.31,Copper,26,Good,0
61.08,7.5,19.45,382.25,HDPE,10,Good,0
76.55,45.49,23.24,350.76,Cast Iron,22,Average,0
30.62,12.39,16.31,278.95,PVC,5,Average,0
71.14,48.0,15.92,130.66,Steel,18,Good,0
24.0,61.42,32.52,636.2,HDPE,40,Poor,1
21.23,87.66,14.97,477.87,PVC,12,Poor,1
31.79,46.04,13.46,99.75,Cast Iron,25,Average,0
33.03,29.72,11.67,573.27,HDPE,30,Poor,1
24.26,91.55,27.99,812.03,HDPE,49,Poor,1
48.79,19.36,13.84,477.85,Steel,14,Good,0
23.09,37.61,11.97,584.06,Copper,48,Poor,1
41.59,49.09,9.43,530.32,Copper,46,Average,1
45.91,5.94,21.84,129.95,Copper,16,Average,0
77.69,16.18,20.89,292.8,Steel,21,Good,0
22.97,39.06,11.63,368.88,Cast Iron,29,Poor,1
68.33,48.98,29.99,363.5,Steel,28,Good,0
36.38,48.76,9.17,476.09,PVC,25,Good,0
35.26,25.32,26.2,390.08,Copper,13,Good,0
37.64,29.8,31.36,411.47,PVC,18,Average,1
41.48,22.41,19.6,376.34,PVC,12,Average,0
59.53,88.77,33.12,746.91,Copper,48,Average,1
38.27,23.2,18.55,442.23,PVC,41,Poor,1
66.37,11.43,9.39,103.22,Steel,11,Average,0
21.73,94.84,27.22,760.79,PVC,19,Average,1
51.43,47.63,31.91,328.88,Copper,24,Good,0
34.56,87.74,28.0,777.41,Copper,48,Average,1
38.75,48.54,25.03,561.02,Copper,33,Poor,1
42.11,62.01,21.1,558.98,HDPE,22,Poor,1
37.32,98.66,18.52,746.46,Cast Iron,45,Average,1
47.74,15.56,14.9,361.62,PVC,7,Good,0
38.82,47.32,5.69,607.17,Cast Iron,39,Average,1
41.28,15.52,18.45,56.53,PVC,3,Good,0
36.81,40.51,22.81,794.07,PVC,34,Poor,1
56.5,7.42,34.62,168.5,HDPE,28,Average,0
57.32,31.36,29.01,897.69,PVC,23,Poor,1
77.66,18.75,24.67,98.19,Copper,20,Good,0
50.17,87.98,16.58,380.86,PVC,13,Poor,1
48.08,47.37,16.47,448.35,Cast Iron,22,Good,0
50.5,16.01,5.9,233.39,Copper,9,Average,0
21.36,67.93,8.77,248.78,Cast Iron,37,Poor,1
52.96,26.7,30.31,880.71,HDPE,37,Poor,1
51.17,8.79,32.41,59.61,Steel,23,Good,0
57.45,29.42,13.18,338.69,Copper,15,Average,0
10.19,92.14,34.07,845.78,HDPE,44,Average,1
33.5,39.33,24.2,254.09,Steel,15,Average,0
34.1,55.06,25.98,898.46,Steel,39,Poor,1
56.89,49.89,30.83,81.15,PVC,13,Good,0
57.25,29.27,32.63,225.13,PVC,45,Average,1
49.69,22.55,17.81,204.9,Steel,17,Average,0
45.35,43.82,26.29,382.36,Cast Iron,9,Average,0
43.21,27.16,22.68,151.98,PVC,24,Good,0
41.07,65.65,34.86,263.35,Steel,32,Average,1
71.95,25.08,33.18,373.75,Steel,22,Good,0
38.14,41.5,28.53,864.0,Copper,47,Poor,1
36.46,16.43,8.33,425.85,HDPE,3,Average,0
52.04,16.53,19.69,321.39,Copper,14,Good,0
26.74,33.18,26.69,779.05,PVC,32,Poor,1
39.13,16.96,9.95,382.19,HDPE,5,Average,0
70.3,14.87,12.04,344.16,HDPE,26,Average,0
76.92,15.46,20.12,219.81,Cast Iron,26,Good,0
19.58,67.44,23.15,565.99,Cast Iron,49,Poor,1
70.58,5.0,24.95,464.72,PVC,30,Good,0
12.26,99.46,10.28,801.56,Copper,36,Poor,1
66.98,35.25,17.75,443.73,PVC,7,Average,0
38.42,20.09,14.16,968.0,Cast Iron,36,Average,1
48.47,35.52,23.64,381.31,Steel,30,Good,0
73.05,34.26,32.43,247.05,Cast Iron,9,Good,0
76.05,43.8,25.97,77.49,HDPE,25,Average,0
41.22,15.92,23.2,224.53,PVC,22,Good,0
31.76,27.59,7.09,359.32,PVC,5,Good,0
54.51,60.28,16.88,839.78,Copper,28,Poor,1
79.16,35.32,31.64,131.93,Steel,16,Average,0
27.06,70.32,14.41,301.22,PVC,17,Poor,1
13.71,95.59,14.01,417.32,HDPE,33,Average,1
53.96,47.08,18.63,130.32,Cast Iron,9,Good,0
44.6,31.96,11.75,225.25,Copper,6,Good,0
54.25,23.47,13.23,168.31,PVC,23,Good,0
30.13,68.2,34.9,815.42,PVC,32,Average,1
31.31,61.16,17.8,347.51,Cast Iron,33,Poor,1
36.79,63.56,17.33,460.86,Copper,37,Average,1
72.4,26.51,11.77,77.97,Cast Iron,30,Good,0
69.04,45.28,22.95,349.56,Cast Iron,9,Good,0
51.19,85.29,12.47,712.96,Cast Iron,33,Average,1
71.59,16.72,10.33,241.51,PVC,28,Good,0
28.44,22.78,14.21,609.48,Steel,35,Poor,1
47.64,36.37,16.65,787.79,Cast Iron,30,Average,1
74.68,33.78,9.74,104.38,Steel,26,Good,0
35.34,54.57,8.74,661.93,Cast Iron,42,Average,1
25.26,56.41,6.93,279.06,Cast Iron,41,Poor,1
42.59,53.68,18.25,946.47,HDPE,18,Average,1
24.4,92.51,24.43,218.27,Steel,11,Poor,1
46.98,42.55,16.84,223.01,Steel,3,Good,0
47.82,39.62,13.44,457.21,Steel,47,Poor,1
54.77,92.97,16.39,358.51,Steel,27,Poor,1
57.74,71.55,7.06,888.78,HDPE,42,Average,1
65.26,24.03,18.85,139.94,HDPE,29,Good,0
79.78,11.87,5.52,442.93,PVC,30,Average,0
32.03,49.7,9.88,204.15,Cast Iron,14,Average,1
12.73,22.51,25.49,586.21,Steel,25,Average,1
38.54,45.13,29.94,237.5,Copper,13,Good,0
47.22,79.18,19.54,712.93,Copper,34,Average,1
24.11,53.19,12.39,952.29,HDPE,10,Average,1
51.25,19.31,25.1,174.35,PVC,18,Good,0
40.21,47.41,15.16,570.54,HDPE,11,Poor,1
30.7,48.6,26.94,218.55,HDPE,13,Good,0
26.99,36.93,30.6,687.87,HDPE,27,Average,1
67.71,21.7,8.04,414.45,Steel,20,Good,0
37.14,45.42,13.73,647.93,PVC,20,Poor,1
33.12,48.58,19.74,981.71,HDPE,21,Poor,1
41.82,73.4,17.34,744.47,Steel,38,Poor,1
48.25,31.03,23.61,781.9,PVC,41,Poor,1
39.64,20.66,13.27,199.75,PVC,10,Average,0
26.39,80.29,33.6,393.85,PVC,34,Average,1
13.46,96.65,11.47,348.54,Copper,16,Average,1
37.01,66.51,25.05,324.95,Copper,22,Average,1
68.69,20.44,5.21,277.01,Cast Iron,19,Good,0
62.95,21.02,9.04,99.55,PVC,14,Good,0
10.07,78.32,17.6,709.8,Copper,38,Average,1
40.27,98.44,31.43,465.21,PVC,31,Poor,1
13.05,23.33,25.36,489.61,HDPE,20,Poor,1
61.58,20.17,34.07,271.97,PVC,29,Average,0
40.21,86.84,34.71,637.22,PVC,27,Poor,1
40.55,28.12,34.8,588.21,Steel,48,Poor,1
38.46,69.59,7.14,205.83,Steel,28,Poor,1
38.64,84.35,33.46,319.08,Steel,36,Poor,1
13.54,45.91,11.4,292.09,HDPE,40,Poor,1
78.51,23.0,30.68,349.45,PVC,25,Good,0
31.16,52.81,30.46,720.45,Cast Iron,25,Poor,1
44.32,39.48,12.24,872.6,HDPE,25,Poor,1
50.48,21.64,17.39,186.53,HDPE,30,Good,0
19.66,69.43,16.76,805.69,HDPE,45,Poor,1
12.13,57.84,32.25,480.5,Steel,41,Average,1
35.08,24.95,34.91,625.32,Copper,24,Poor,1
19.78,34.43,27.05,666.94,PVC,13,Poor,1
45.78,20.74,10.97,449.6,Copper,12,Average,0
75.99,23.42,11.74,238.28,PVC,22,Average,0
40.57,32.61,17.08,441.66,Copper,7,Average,0
38.14,34.9,20.71,275.91,PVC,17,Poor,1
44.38,29.87,12.59,367.5,HDPE,29,Average,1
50.98,21.3,9.06,339.33,Cast Iron,6,Average,0
21.77,63.07,17.49,251.48,Copper,38,Poor,1
39.22,21.28,32.41,195.86,Cast Iron,11,Good,0
43.71,20.1,30.17,287.83,PVC,21,Good,0
45.8,41.49,19.16,138.55,Cast Iron,1,Good,0
79.77,17.19,21.75,260.77,PVC,16,Average,0
77.09,20.19,5.51,209.04,Copper,14,Average,0
47.73,89.85,12.36,754.63,PVC,50,Poor,1
42.12,55.22,33.73,518.7,Steel,14,Poor,1
30.55,93.25,15.35,852.94,Steel,32,Average,1
13.58,57.83,24.04,575.47,HDPE,11,Poor,1
15.05,96.4,7.42,612.02,PVC,28,Average,1
52.07,30.29,24.92,357.83,PVC,15,Good,0
51.7,9.04,30.22,492.27,HDPE,14,Average,0
63.7,37.21,22.89,162.86,HDPE,21,Good,0
10.69,38.51,34.45,759.04,Cast Iron,15,Poor,1
20.94,55.65,12.63,235.54,Steel,24,Average,1
72.94,34.12,18.21,238.12,Cast Iron,23,Average,0
33.72,89.75,25.4,381.18,HDPE,20,Average,1
15.06,24.34,13.25,493.76,Steel,16,Average,1
40.89,13.72,21.6,486.95,Cast Iron,16,Average,0
10.09,30.25,12.43,282.87,Copper,32,Poor,1
36.43,30.02,18.86,798.3,Steel,26,Average,1
26.47,61.21,28.18,793.37,PVC,38,Average,1
20.97,90.81,10.27,930.12,Copper,18,Poor,1
36.78,28.26,11.25,449.27,PVC,25,Average,1
61.85,32.24,5.97,370.03,Copper,6,Good,0
79.42,17.94,5.45,403.49,PVC,6,Average,0
31.99,83.52,11.35,547.72,Cast Iron,48,Average,1
77.81,29.36,8.25,58.76,Copper,20,Average,0
30.39,24.9,18.21,455.45,Copper,19,Average,0
41.16,31.26,13.91,361.29,Steel,16,Average,0
26.55,77.24,23.85,207.86,Copper,19,Average,1
37.94,10.27,27.79,118.26,Steel,4,Average,0
22.77,92.52,10.72,340.76,PVC,43,Poor,1
64.97,9.17,33.25,432.03,PVC,17,Good,0
32.26,30.29,33.71,332.24,HDPE,30,Average,0
66.49,42.78,5.25,340.91,Steel,14,Good,0
77.33,15.08,11.99,314.93,PVC,2,Good,0
47.66,44.73,9.63,475.3,Steel,25,Good,0
44.07,33.78,8.46,210.14,PVC,26,Good,0
78.79,35.79,8.72,475.31,Copper,29,Average,0
26.12,99.15,14.08,664.34,HDPE,47,Average,1
42.89,98.05,26.38,341.8,PVC,35,Average,1
70.06,22.3,34.16,474.0,Copper,18,Average,0
45.87,76.91,25.47,940.67,HDPE,42,Average,1
22.88,29.6,25.57,687.88,Copper,32,Average,1
59.19,39.86,25.11,301.4,Copper,21,Average,0
42.6,89.72,30.3,297.76,PVC,27,Poor,1
34.0,40.46,14.43,108.58,Steel,3,Average,0
27.45,88.07,22.93,970.79,PVC,47,Average,1
24.14,65.64,10.35,321.69,PVC,40,Average,1
41.78,46.43,6.46,185.88,Copper,22,Good,0
57.63,18.17,19.54,86.75,Copper,4,Average,0
13.27,38.29,28.0,868.26,PVC,25,Average,1
60.44,18.56,13.36,320.68,HDPE,6,Average,0
41.48,46.04,13.58,404.39,Cast Iron,6,Good,0
10.31,71.18,27.64,835.97,HDPE,40,Poor,1
21.32,95.64,17.4,921.45,Steel,31,Average,1
54.43,48.66,9.44,424.24,Steel,27,Average,0
51.61,35.63,5.24,425.63,PVC,29,Average,0
72.33,44.68,6.07,156.85,PVC,26,Average,0
38.97,44.44,5.26,71.01,Steel,22,Average,0
55.56,33.96,15.27,233.36,Steel,1,Good,0
33.18,33.17,29.47,223.31,Copper,16,Average,0
25.96,98.07,8.13,568.36,Cast Iron,31,Poor,1
53.66,27.03,14.82,538.19,Cast Iron,42,Average,1
76.93,7.29,13.13,347.44,Steel,13,Good,0
16.99,98.57,23.42,215.83,Copper,18,Average,1
73.14,42.77,21.8,405.56,Steel,3,Average,0
16.14,46.7,20.07,281.37,Copper,41,Average,1
74.71,24.92,14.11,218.4,Cast Iron,27,Average,0
22.74,45.21,15.68,818.33,PVC,16,Poor,1
59.13,43.66,23.65,382.68,Cast Iron,41,Average,1
47.41,40.07,26.33,801.95,Copper,33,Average,1
57.55,48.35,22.39,278.54,PVC,17,Average,1
10.22,36.19,12.88,532.74,Cast Iron,35,Average,1
10.67,63.08,15.43,593.96,Cast Iron,20,Poor,1
10.2,86.47,24.46,276.68,Copper,46,Average,1
46.02,70.59,16.67,939.57,HDPE,14,Average,1
37.4,15.39,10.31,110.33,Cast Iron,20,Average,0
40.73,22.59,25.33,372.08,PVC,24,Good,0
32.66,26.1,6.75,537.55,PVC,44,Poor,1
35.84,44.17,14.28,263.75,Cast Iron,14,Average,1
39.66,25.49,21.03,724.9,PVC,16,Poor,1
40.78,35.43,31.14,133.37,HDPE,22,Good,0
53.77,29.26,15.27,493.86,HDPE,23,Average,0
33.44,34.12,10.17,573.06,Copper,11,Poor,1
24.02,92.3,18.97,884.4,PVC,33,Average,1
24.43,64.57,10.64,415.79,Copper,31,Average,1
21.19,32.65,20.44,313.36,Copper,43,Average,1
77.33,27.22,7.16,75.53,Steel,17,Average,0
42.61,37.07,23.76,784.54,HDPE,29,Average,1
28.98,56.76,5.73,835.01,Copper,31,Average,1
41.31,47.63,10.2,272.61,HDPE,30,Average,0
71.33,6.94,17.21,293.63,Copper,15,Good,0
49.63,39.69,35.0,375.75,HDPE,7,Average,0
41.28,22.53,32.51,357.9,Cast Iron,20,Average,0
58.78,20.96,22.04,727.83,Steel,24,Poor,1
36.09,23.41,24.52,59.03,Copper,16,Good,0
44.29,16.92,33.58,151.04,HDPE,19,Average,0
76.53,23.67,14.4,386.24,Copper,29,Good,0
47.93,18.33,5.71,93.39,HDPE,25,Good,0
40.46,56.32,33.36,485.73,Copper,22,Average,1
75.23,18.38,13.67,187.67,Copper,23,Good,0
72.84,9.68,6.87,233.14,HDPE,9,Good,0
47.53,45.38,10.31,569.34,Copper,42,Poor,1
51.82,7.32,33.01,396.04,Cast Iron,6,Good,0
42.72,12.81,34.32,392.4,Cast Iron,13,Average,0
52.95,36.94,12.67,64.51,HDPE,24,Good,0
49.0,47.56,32.21,463.7,HDPE,19,Average,0
41.7,96.54,5.78,538.23,Copper,30,Poor,1
55.99,44.38,21.58,464.88,HDPE,43,Poor,1
32.91,23.57,13.12,452.6,PVC,19,Good,0
59.97,45.42,14.92,75.02,PVC,18,Good,0
26.14,32.72,20.28,889.41,HDPE,27,Poor,1
37.92,10.81,33.91,303.56,Steel,23,Average,0
22.64,64.41,20.4,790.33,Steel,40,Average,1
65.9,44.65,33.07,191.99,Cast Iron,8,Good,0
21.58,40.45,34.14,752.5,HDPE,21,Poor,1
24.24,89.64,11.2,852.28,HDPE,43,Poor,1
73.42,43.94,16.45,368.2,Steel,4,Average,0
44.27,32.32,24.12,215.48,Cast Iron,29,Good,0
63.44,6.26,14.08,341.46,Copper,21,Average,0
38.76,48.65,32.17,550.19,Copper,21,Average,1
65.92,31.94,20.54,149.19,Cast Iron,23,Average,0
56.14,31.94,5.41,64.89,Cast Iron,14,Good,0
41.77,32.48,32.11,472.15,HDPE,16,Average,0
15.39,23.72,5.41,793.87,PVC,42,Average,1
32.89,23.82,11.21,187.3,PVC,20,Average,0
25.59,75.8,26.89,852.02,PVC,36,Poor,1
40.86,11.76,11.88,349.29,Cast Iron,23,Average,0
61.86,34.55,21.79,185.26,Copper,10,Average,0
47.21,56.3,21.55,717.52,PVC,26,Poor,1
52.65,92.52,11.63,840.14,Copper,17,Average,1
79.14,39.16,23.29,497.8,Steel,18,Average,0
27.58,95.22,34.03,571.31,PVC,19,Poor,1
48.56,25.48,28.9,357.13,PVC,40,Poor,1
22.67,77.25,12.67,915.48,HDPE,21,Average,1
42.55,14.21,6.22,116.67,HDPE,12,Average,0
38.61,30.03,27.76,348.12,Copper,33,Average,1
52.17,20.9,34.92,86.37,PVC,15,Average,0
31.38,37.77,34.52,430.48,Steel,42,Poor,1
50.92,86.55,15.35,378.46,Copper,26,Average,1
34.29,49.19,26.75,62.46,HDPE,28,Average,0
26.24,78.96,17.17,932.09,HDPE,32,Poor,1
23.82,23.0,32.66,279.13,Cast Iron,17,Poor,1
46.31,97.15,29.06,891.76,PVC,48,Average,1
47.99,21.11,30.34,350.74,Cast Iron,27,Good,0
40.02,13.16,22.06,149.9,Cast Iron,25,Good,0
39.31,53.95,23.54,319.96,Copper,48,Poor,1
67.39,5.28,32.25,56.48,PVC,22,Good,0
46.49,52.99,5.84,259.75,Copper,41,Poor,1
13.31,69.91,11.56,809.5,PVC,29,Average,1
73.88,16.06,7.3,222.86,HDPE,24,Good,0
34.4,78.95,20.03,706.23,HDPE,34,Average,1
41.53,16.74,14.96,472.44,Steel,28,Good,0
15.07,89.95,5.46,954.05,Cast Iron,46,Average,1
48.87,19.47,26.25,223.26,PVC,14,Good,0
58.59,24.19,20.07,439.5,Steel,20,Good,0
25.04,37.92,24.46,711.57,Cast Iron,32,Poor,1
55.22,49.49,6.74,416.1,Copper,10,Good,0
58.23,41.44,31.57,281.39,Cast Iron,19,Average,0
57.55,5.18,18.17,91.63,Cast Iron,25,Good,0
37.41,84.73,29.49,659.27,PVC,13,Poor,1
46.69,59.43,5.39,698.64,Steel,36,Average,1
36.89,49.19,28.72,59.32,PVC,24,Good,0
46.24,38.25,12.77,354.96,Steel,5,Good,0
66.79,40.58,24.1,408.87,PVC,5,Good,0
44.94,25.42,12.41,335.79,HDPE,16,Average,1
27.06,23.18,20.99,261.75,Steel,45,Poor,1
60.25,7.77,19.75,172.29,Copper,30,Average,0
38.02,36.89,6.95,402.32,Steel,11,Poor,1
59.32,92.47,12.34,617.34,Copper,49,Poor,1
11.32,51.32,9.14,675.0,Steel,42,Average,1
24.19,89.91,28.88,651.27,HDPE,11,Poor,1
44.16,92.9,13.01,562.15,HDPE,48,Poor,1
58.61,25.66,9.48,276.4,Steel,3,Good,0
39.27,31.08,16.73,141.13,Copper,6,Average,0
79.25,49.68,15.16,103.21,Steel,24,Good,0
11.1,28.91,8.38,447.11,Steel,39,Poor,1
50.23,21.36,6.71,152.63,HDPE,28,Good,0
13.06,74.1,26.18,476.62,Copper,22,Poor,1
78.81,29.31,33.16,127.35,PVC,22,Average,0
56.44,12.65,7.12,216.4,Steel,12,Average,0
71.78,46.12,5.92,273.81,Cast Iron,4,Good,0
67.43,45.2,24.81,296.15,Cast Iron,21,Average,0
30.95,98.08,26.8,463.62,Copper,12,Poor,1
49.39,36.52,15.87,387.55,PVC,22,Good,0
35.02,46.44,17.27,97.92,Copper,30,Good,0
58.64,69.75,12.76,585.73,Steel,44,Average,1
31.44,31.93,25.76,612.08,Steel,13,Poor,1
59.36,83.55,24.39,775.83,HDPE,40,Average,1
53.78,76.12,11.01,351.7,Steel,16,Average,1
43.81,49.4,30.26,437.6,HDPE,30,Average,0
54.54,19.67,9.14,231.86,HDPE,29,Good,0
43.59,9.45,19.96,279.05,Copper,30,Average,0
36.21,31.38,29.2,306.39,Cast Iron,11,Good,0
60.48,23.75,34.69,445.0,Steel,27,Average,0
10.38,92.26,31.89,623.68,PVC,14,Average,1
36.38,44.51,28.16,526.85,Copper,11,Poor,1
47.01,36.41,29.76,365.41,Copper,25,Good,0
59.97,15.65,26.91,273.36,Cast Iron,1,Average,0
32.44,25.89,10.38,951.96,Cast Iron,45,Poor,1
19.2,32.23,17.38,915.02,HDPE,27,Poor,1
33.52,56.19,16.86,498.87,HDPE,30,Poor,1
31.0,16.74,16.06,204.94,PVC,1,Average,0
69.69,38.37,15.07,63.17,Copper,14,Average,0
59.33,50.05,20.71,528.14,Copper,12,Average,1
30.43,46.95,20.15,324.02,Copper,8,Average,0
31.33,92.73,25.18,925.49,Cast Iron,43,Poor,1
30.04,32.04,17.48,234.78,Copper,29,Good,0
29.56,51.94,15.46,527.21,Cast Iron,17,Average,1
72.36,41.39,24.26,321.1,HDPE,24,Average,0
72.45,22.47,28.85,166.35,Cast Iron,18,Average,0
29.42,55.32,19.29,388.53,PVC,40,Poor,1
44.13,45.37,15.87,267.08,Copper,13,Average,0
56.68,24.47,26.95,938.21,HDPE,13,Average,1
30.04,19.03,10.58,66.91,Cast Iron,8,Average,0
49.33,40.98,14.83,251.86,Copper,1,Average,0
55.51,22.76,27.66,620.4,PVC,29,Average,1
40.56,37.28,21.59,389.88,Cast Iron,49,Average,1
38.33,32.64,10.18,984.48,PVC,41,Average,1
51.68,28.38,9.72,870.52,HDPE,46,Average,1
39.21,60.03,25.33,917.44,PVC,27,Average,1
51.03,47.43,16.49,296.87,Copper,19,Poor,1
19.58,93.14,25.37,890.9,Copper,24,Poor,1
36.45,44.01,23.88,436.93,Cast Iron,46,Average,1
35.05,90.98,8.23,683.27,Copper,36,Average,1
21.46,30.18,29.94,963.83,PVC,28,Poor,1
24.41,21.77,30.02,367.56,Cast Iron,17,Poor,1
56.97,21.79,11.2,448.3,Copper,6,Good,0
30.54,40.9,7.08,416.87,Copper,4,Average,0
62.44,49.98,11.01,366.53,Copper,25,Average,0
22.24,85.5,19.09,271.58,Copper,43,Poor,1
49.86,82.35,5.46,651.84,Cast Iron,19,Poor,1
20.84,97.65,15.62,983.87,PVC,19,Poor,1
59.21,47.52,26.61,760.8,HDPE,29,Average,1
41.48,27.64,18.42,328.66,HDPE,3,Good,0
38.51,16.78,5.43,53.59,PVC,8,Good,0
79.68,24.22,23.96,177.21,HDPE,16,Average,0
31.41,30.51,30.51,304.98,Copper,7,Good,0
79.34,44.13,12.13,397.01,Steel,30,Average,0
35.5,46.94,15.01,372.95,Copper,8,Average,0
41.41,31.75,24.87,327.89,PVC,7,Average,0
45.39,47.24,14.86,248.27,Cast Iron,40,Poor,1
77.87,27.62,12.17,106.64,Cast Iron,15,Good,0
33.57,91.24,28.1,813.91,Copper,28,Poor,1
36.28,21.57,22.98,677.41,HDPE,26,Poor,1
29.33,80.59,18.7,340.63,Steel,31,Poor,1
